City,Timestamp,Wind W-E,Wind E-W,Pressure,Precipitation,Type of Precipitation
London,2023-02-21 12:00:00,3.0569780571916776,-4.661030915250105,103027.65099032564,0.0,0
London,2023-02-21 15:00:00,0.9751274147770588,-2.499832148197882,103039.51292458877,0.0,0
London,2023-02-21 18:00:00,3.673940244758431,-1.95831171605579,101431.14474929043,0.0,0
London,2023-02-21 21:00:00,3.7020172734763652,0.9551072725608123,102139.75768303475,0.0,0
London,2023-02-22 00:00:00,3.434919278542425,-4.621723075045022,102889.36185796687,0.0,1
London,2023-02-22 03:00:00,5.547044282357264,-4.783837397381522,103065.28885769218,0.0,0
London,2023-02-22 06:00:00,6.896694845423756,1.9497665334025158,101427.2908719138,0.0,0
London,2023-02-22 09:00:00,-3.2608417004913424,2.3101290932950747,102666.48762474442,0.0,1
London,2023-02-22 12:00:00,5.922544022949922,0.938993499557487,102220.98941007722,0.0,0
London,2023-02-22 15:00:00,3.7591479232154406,1.2834864345225339,102137.70561845759,0.0,0
London,2023-02-22 18:00:00,5.103915524765766,1.9043549913022357,102169.13724173712,6.103701895199438e-05,0
London,2023-02-22 21:00:00,5.343913083285008,-6.196966460158076,102007.87499618519,6.10370189519944e-05,0
London,2023-02-23 00:00:00,3.527451399273657,0.3374126407666138,103080.75441755424,0.0,0
London,2023-02-23 03:00:00,5.217444380016477,1.5337382122257295,102500.72084719382,0.0,5
London,2023-02-23 06:00:00,-0.6880092776268911,1.322061830500194,101835.70177312542,0.0,0
London,2023-02-23 09:00:00,-2.005432294686727,-5.912533951841791,101837.10318308053,0.0,0
London,2023-02-23 12:00:00,-2.239570299386566,-0.8000732444227504,101668.13318277535,0.0,1
London,2023-02-23 15:00:00,4.836817529831851,1.4734336375011314,102450.22003845332,0.0,0
London,2023-02-23 18:00:00,4.528458510086381,1.6943876461073724,101884.10046693319,0.0004589983825189967,0
London,2023-02-23 21:00:00,-3.469344157231367,-4.717917416913366,101980.89785454879,0.00012207403790398877,0
London,2023-02-24 00:00:00,3.578722495193345,-4.391979735709697,102096.66432691427,0.0,0
London,2023-02-24 03:00:00,-0.6799523911252299,0.9704886013367143,103021.89519943846,0.0,0
London,2023-02-24 06:00:00,0.3723258156071524,0.31934568315682377,100896.35670033874,0.0,0
London,2023-02-24 09:00:00,7.2638935514389456,-1.9253517258217134,102886.10858485672,0.0,0
London,2023-02-24 12:00:00,3.8707235938596734,-3.315530869472325,102349.61882381665,0.0,0
London,2023-02-24 15:00:00,4.256233405560463,2.365794854579291,102567.68822290719,0.0,0
London,2023-02-24 18:00:00,-4.035767693105867,-0.3635364848780771,102537.85821100498,0.0,0
London,2023-02-24 21:00:00,-0.35352641376994465,-0.08398693807794044,102789.4112979522,0.0,0
London,2023-02-25 00:00:00,5.127109591967527,-1.4375438703573757,102096.91457869198,0.0,0
London,2023-02-25 03:00:00,4.00769066438795,-2.8558000427259125,102157.7758110294,0.0,0
London,2023-02-25 06:00:00,-5.061677907650984,-2.983489486373484,102560.03051850948,0.0,5
London,2023-02-25 09:00:00,0.3877071443830664,-3.730582598345909,102377.34672078615,0.0,0
London,2023-02-25 12:00:00,5.2037720877712275,-4.999908444471574,101723.38877529222,0.0003979613635670023,0
London,2023-02-25 15:00:00,4.399060029908149,2.38727988525039,102294.2631305887,0.0,0
London,2023-02-25 18:00:00,4.229377117221594,2.140202032532729,101766.83248390148,0.0,0
London,2023-02-25 21:00:00,-2.7422711874752124,1.8972746971037973,102010.27741325114,0.0,0
London,2023-02-26 00:00:00,5.801690725424973,-2.0772118289742716,101946.21295815913,0.0,0
London,2023-02-26 03:00:00,0.1403851435895831,-1.1704458754234353,101683.49864192633,0.0,0
London,2023-02-26 06:00:00,-2.6341135898922796,-6.723105563524285,102456.37623218482,0.0,0
London,2023-02-26 09:00:00,1.2673726615191976,1.1733756523331365,101859.92614520706,0.0,1
London,2023-02-26 12:00:00,-1.5476546525467758,-1.5996581926938798,102231.70018616291,0.0,0
Manchester,2023-02-16 15:00:00,1.6981865901669946,-2.375384990997063,103150.7027924436,0.0001292031617175804,0
Manchester,2023-02-16 18:00:00,5.678327585680705,-1.3773857844783008,101748.56610614338,6.572466200750843e-05,0
Manchester,2023-02-16 21:00:00,6.07878902554397,-1.2047633289590132,101635.57242347482,0.0,0
Manchester,2023-02-17 00:00:00,4.077233802301058,-2.9022467726676378,103206.30673543502,0.0,0
Manchester,2023-02-17 03:00:00,2.4832984405041754,2.8896682638020077,103058.8663960692,0.0,0
Manchester,2023-02-17 06:00:00,3.3072005371257456,0.32851588488417743,101696.9381633961,0.0,0
Manchester,2023-02-17 09:00:00,4.916439100314316,1.4200921658986025,102205.64997711111,0.0008451429792169121,0
Manchester,2023-02-17 12:00:00,0.09693655201881535,-1.7157750175481676,100857.46757408367,0.0,5
Manchester,2023-02-17 15:00:00,1.080032959990242,-1.3348649555955758,102794.01192663351,6.572466200750327e-05,0
Manchester,2023-02-17 18:00:00,9.934834437086014,2.9256752220221576,101100.51810663167,0.00023740958891567822,1
Manchester,2023-02-17 21:00:00,-0.36673970763268227,3.298840907010096,102434.29201330607,0.0,1
Manchester,2023-02-18 00:00:00,-0.14090273751030521,-2.0886965544602707,101516.66679280983,0.0004811670278023582,0
Manchester,2023-02-18 03:00:00,0.02960051271095397,2.541571703238027,102974.79781487472,0.0,1
Manchester,2023-02-18 06:00:00,6.760821558275052,1.3824640644550945,102892.70321970274,0.0001361369670705258,0
Manchester,2023-02-18 09:00:00,-2.2637018951994023,3.9268092898342988,102055.93935361797,4.882961516160313e-06,0
Manchester,2023-02-18 12:00:00,5.88915433210242,3.144558854945509,103286.45737479781,0.0,5
Manchester,2023-02-18 15:00:00,0.2494802697836142,-1.8012170781579249,101989.15416119876,1.9141209143348783e-05,0
Manchester,2023-02-18 18:00:00,0.2933194982756872,-1.7219275490585324,102143.49544358654,0.001809283730582588,1
Manchester,2023-02-18 21:00:00,8.02519608142332,-1.9314749595629692,102373.67102267523,0.00037579271828364075,1
Manchester,2023-02-19 00:00:00,-0.7587829218420972,-1.3250990325632392,101970.52942289498,9.570604571669187e-06,0
Manchester,2023-02-19 03:00:00,4.9835602893154425,0.6939371929074837,101788.3301126133,0.0,0
Manchester,2023-02-19 06:00:00,5.608218024231669,3.4854872280037665,102718.46391796625,0.00028975493636891294,0
Manchester,2023-02-19 09:00:00,-1.1014593951231424,-1.2943852046265902,103158.20834376047,0.00017969298379465882,0
Manchester,2023-02-19 12:00:00,5.067791375469211,0.6522269356364713,102026.60984527116,9.375286111022953e-06,0
Manchester,2023-02-19 15:00:00,5.871897946104287,-0.06573442793055116,101860.03425397503,0.00012207403790398877,1
Manchester,2023-02-19 18:00:00,6.589009674367472,-0.26991058076724883,101345.27435529647,0.0,0
Manchester,2023-02-19 21:00:00,6.4021289712210026,1.11877437665945,103221.67019257178,0.0,0
Manchester,2023-02-20 00:00:00,-0.22453810235907104,0.24601336710715244,101601.20985137486,0.0,1
Manchester,2023-02-20 03:00:00,2.9031940672017176,-4.146464430677226,101774.68037965025,2.24616229743132e-06,1
Manchester,2023-02-20 06:00:00,0.4403942991424257,1.2480751976073439,101500.21624195074,0.0,0
Manchester,2023-02-20 09:00:00,-1.1231788079470109,-1.8261006500442785,103138.49651173437,0.0,1
Manchester,2023-02-20 12:00:00,7.411876583147636,0.9321866512039619,101624.82561113314,8.877224036376075e-05,0
Manchester,2023-02-20 15:00:00,0.44023804437392083,0.2237372966704228,102053.52092043827,0.0,1
Manchester,2023-02-20 18:00:00,5.37943174535354,-5.188732566301461,103258.91366313669,0.0,0
Manchester,2023-02-20 21:00:00,0.8339902951140125,0.5392449720755556,103161.43158665729,0.0,0
Manchester,2023-02-21 00:00:00,-0.33743217261267716,-1.126997283852652,101902.05653248695,0.0017036652729880046,0
Manchester,2023-02-21 03:00:00,0.15266090884122224,-1.572206183050033,101801.52939237645,6.103701895199438e-05,1
Manchester,2023-02-21 06:00:00,3.602941984313422,2.687513657032993,101746.35388042849,2.24616229743132e-06,0
Manchester,2023-02-21 09:00:00,0.5388836329233899,2.1263246559038143,102291.52637714773,0.0,0
Manchester,2023-02-21 12:00:00,-1.631123996703993,-0.08032471694083658,102076.63217261268,2.441480758077555e-06,0
Manchester,2023-02-21 15:00:00,4.150077822199098,-0.2634357737967937,102421.04268318733,0.0,0
Manchester,2023-02-21 18:00:00,4.446288033692411,-6.887641834772796,101456.66242255927,0.0,0
Manchester,2023-02-21 21:00:00,6.872172612689588,-5.805147862178435,101388.54989471112,4.49232459486264e-06,1
Manchester,2023-02-22 00:00:00,4.867658314767913,0.832437513351843,102134.98087710196,5.879085665456306e-05,0
Manchester,2023-02-22 03:00:00,0.011621448408453658,-2.2003015228736498,101698.14537797173,0.0,0
Manchester,2023-02-22 06:00:00,6.360643330179719,3.354594561601607,101974.58950773645,0.00024170659504989996,0
Manchester,2023-02-22 09:00:00,0.16268074587237003,-1.369953917050696,102550.39482406079,2.24616229743132e-06,0
Manchester,2023-02-22 12:00:00,4.354644611957094,2.9506564531388153,101582.94547563097,4.882961516160321e-06,0
Manchester,2023-02-22 15:00:00,5.3869026764732535,-1.7578466139714017,101506.56863307595,0.0,1
Manchester,2023-02-22 18:00:00,7.3900497451704155,-1.2645405438398383,102350.96617938779,0.0,0
Manchester,2023-02-22 21:00:00,4.937367473372584,-3.577540818506419,103305.65869319743,0.0,0
Manchester,2023-02-23 00:00:00,2.728052003540156,-0.576082033753471,101654.36933500167,0.0,0
Manchester,2023-02-23 03:00:00,4.440281991027513,-0.8210113834040312,101337.15218359933,0.00012754295480208778,5
Manchester,2023-02-23 06:00:00,3.676030152287333,-2.3476985992004145,101486.61455732903,0.0,0
Manchester,2023-02-23 09:00:00,6.278131046479648,-3.6637153233436353,101763.1307596057,0.0,0
Manchester,2023-02-23 12:00:00,-1.249081087679654,0.7061250648518367,100741.44884792627,0.0,0
Manchester,2023-02-23 15:00:00,3.971498153630133,2.4304940946684144,101506.86292916654,0.0,0
Manchester,2023-02-23 18:00:00,5.9568712424084875,0.7547593615527649,101465.17298501541,5.615405743583407e-05,1
Manchester,2023-02-23 21:00:00,3.7373796807763355,0.09855769524215269,102133.62351145971,0.0020191534165471454,0
Manchester,2023-02-24 00:00:00,6.748008667256638,-1.4640778832361985,101784.83859981078,0.0,0
Manchester,2023-02-24 03:00:00,1.0722983489486526,-1.5522348704489293,101987.68668477431,0.0,0
Manchester,2023-02-24 06:00:00,-1.335323953978057,-0.7911276589251496,102111.41716971344,0.0,0
Manchester,2023-02-24 09:00:00,6.549711600085417,-5.2499649037141065,103145.14319895016,0.00011738639484847475,0
Manchester,2023-02-24 12:00:00,6.902749717703757,3.6540958891567903,100817.74560991241,0.0,0
Manchester,2023-02-24 15:00:00,-4.087507553331066,0.525348063600592,101285.05777153843,6.103701895199438e-05,0
Manchester,2023-02-24 18:00:00,6.604058961760297,-2.1686989959410488,101595.53614307076,0.00017354045228430877,1
Manchester,2023-02-24 21:00:00,-0.02680745872375675,-0.5919614246040279,102957.12203131198,0.0,1
Manchester,2023-02-25 00:00:00,0.6475783562730543,0.2394213690603443,103129.11707510604,0.0007653065584276599,1
Manchester,2023-02-25 03:00:00,4.73779107028412,1.5828315073091819,101684.05319986572,0.0,0
Manchester,2023-02-25 06:00:00,-0.35913205359048034,1.8029749443037293,101308.23909421064,0.000774974822229687,0
Manchester,2023-02-25 09:00:00,4.7734464552750975,0.5502023377178276,103034.23361308634,0.00023946043275246352,5
Manchester,2023-02-25 12:00:00,-0.7822016052736079,4.062282174138614,103293.30025940732,0.0,1
Manchester,2023-02-25 15:00:00,5.306714682454958,-1.3588207647938586,101636.99985961487,0.0,0
Manchester,2023-02-25 18:00:00,5.1809784234137775,-2.428482314523801,103167.36155278175,0.00019287697988829857,0
Manchester,2023-02-25 21:00:00,7.59282937101348,0.37238441114535764,103260.93369548631,0.00047892086550492687,0
Manchester,2023-02-26 00:00:00,2.3602966399120544,-2.442144840845991,103049.89136631366,0.00011738639484847468,0
Manchester,2023-02-26 03:00:00,5.9200146488845276,3.066382641071809,102118.097891171,0.0006467970824304973,0
Manchester,2023-02-26 06:00:00,4.801904354991261,2.2324802392651013,102243.62818689535,0.0,0
Manchester,2023-02-26 09:00:00,5.321178014465737,-0.035137791070292204,101768.08374279,0.0,1
Manchester,2023-02-26 12:00:00,0.07893795587028267,-1.868699606311245,102278.84962309642,0.0012878810998870752,0
Liverpool,2023-02-16 15:00:00,0.2212469862971976,-3.911623279519044,101889.25965758233,8.125247962889034e-05,1
Liverpool,2023-02-16 18:00:00,5.066414380321646,1.4512747581408227,102766.86261177405,0.0,0
Liverpool,2023-02-16 21:00:00,7.304597918637666,-3.018422193060097,102003.1362285226,0.0,0
Liverpool,2023-02-17 00:00:00,9.22864101077308,1.1013324381237304,101823.05104525895,7.900631733145909e-05,0
Liverpool,2023-02-17 03:00:00,0.19821893978696872,-7.363857539597803,100869.98016296883,0.00010210272530290032,0
Liverpool,2023-02-17 06:00:00,0.5449873348185534,1.857166051210081,101500.46849574268,0.0,0
Liverpool,2023-02-17 09:00:00,8.727541734061735,-2.3554527420880857,103039.65706961273,0.0,0
Liverpool,2023-02-17 12:00:00,8.011484725486032,0.34457106234930235,100941.46208075198,0.0,1
Liverpool,2023-02-17 15:00:00,0.1343986327707844,2.7292141483809935,102981.42848597675,0.00018398998992889116,0
Liverpool,2023-02-17 18:00:00,9.378450270088846,-2.0381969664601574,101542.6489333781,3.906369212927552e-05,0
Liverpool,2023-02-17 21:00:00,7.535288552507084,0.8818530838954103,103160.92707907346,7.656483657338154e-05,0
Liverpool,2023-02-18 00:00:00,6.879067354350449,0.1328067873165272,101768.46812952057,0.00015156712546159347,1
Liverpool,2023-02-18 03:00:00,6.073281044953768,-2.044212775048072,101751.60716574603,0.0,0
Liverpool,2023-02-18 06:00:00,-0.13398846400342299,1.5183275856807357,101720.83020111699,0.0003604602191228895,1
Liverpool,2023-02-18 09:00:00,-0.8637665944395072,-0.983858149967946,103274.5413861507,0.0,1
Liverpool,2023-02-18 12:00:00,9.288564714499373,0.4773192541276288,103082.45212561419,2.1973326822718812e-05,1
Liverpool,2023-02-18 15:00:00,0.6826966154972833,1.7466353343302656,101963.36821802423,0.0,0
Liverpool,2023-02-18 18:00:00,6.970867030854228,-0.052237922299878586,102467.30322580645,0.0001009796441541779,1
Liverpool,2023-02-18 21:00:00,8.570232245857156,2.39519028290658,103245.51217993713,0.0,0
Liverpool,2023-02-19 00:00:00,-1.2531534775841728,4.819209570604581,103201.67607654042,0.0,1
Liverpool,2023-02-19 03:00:00,5.445166173284128,2.1432685323648992,101391.32468642232,0.0008318613238929409,0
Liverpool,2023-02-19 06:00:00,-3.286213568529302,2.102739951780767,101213.6018799402,0.0,0
Liverpool,2023-02-19 09:00:00,3.321156041138978,-6.350955534531748,102155.27529526659,0.0,0
Liverpool,2023-02-19 12:00:00,0.09715140232549704,-3.416588641010799,103195.34570757164,0.0,5
Liverpool,2023-02-19 15:00:00,-1.0794567705313278,-0.986416821802447,103155.82594683675,0.0,0
Liverpool,2023-02-19 18:00:00,4.761844538712722,-3.4273897518845176,103275.38823816646,0.0,0
Liverpool,2023-02-19 21:00:00,1.54946134830775,1.35997314371167,102077.10064394055,0.0,0
Liverpool,2023-02-20 00:00:00,7.353710745567215,2.2633112582781605,101463.63143406477,0.001190368358409389,0
Liverpool,2023-02-20 03:00:00,2.8750682088686883,-6.73507858516192,102144.13809015168,0.0,0
Liverpool,2023-02-20 06:00:00,0.3167088839381043,-0.6547758415479011,101764.91655629138,0.000104983672597432,1
Liverpool,2023-02-20 09:00:00,-0.8768236335337398,2.1837580492568813,101815.13307901242,0.0,0
Liverpool,2023-02-20 12:00:00,-1.02748252815332,-4.953950010681502,103132.90288399915,0.0007563707388530924,1
Liverpool,2023-02-20 15:00:00,6.719843745231499,2.810290841395317,103139.64166386914,0.0,0
Liverpool,2023-02-20 18:00:00,6.167697988830231,3.0608160649434044,102494.88497573778,0.00014228949858088475,1
Liverpool,2023-02-20 21:00:00,7.94324045533618,1.811529892880057,101997.97503585924,0.0,0
Liverpool,2023-02-21 00:00:00,7.185209509567584,3.9520249031037467,102474.09005401777,0.0,1
Liverpool,2023-02-21 03:00:00,5.95953733939636,1.2496084475234188,102030.5938535722,0.0,1
Liverpool,2023-02-21 06:00:00,9.976134525589806,-4.975581530198101,102352.86208685568,0.0,1
Liverpool,2023-02-21 09:00:00,9.78358958708461,2.6490945158238675,101462.432227546,6.015808587908643e-05,0
Liverpool,2023-02-21 12:00:00,0.13559984130375205,2.986341135898933,102599.84457533495,0.0,0
Liverpool,2023-02-21 15:00:00,1.1736686300241042,3.963470564897621,102104.00170903653,0.0014082949308755477,0
Liverpool,2023-02-21 18:00:00,8.002597735526614,1.2929300820947949,101635.94279610582,0.00032159184545427395,0
Liverpool,2023-02-21 21:00:00,3.0753965880307055,-8.468031861323952,102273.52626728111,0.0007489974669637123,1
Liverpool,2023-02-22 00:00:00,7.1175218970305645,2.8241486861782,102302.8557756279,0.001019025238807336,0
Liverpool,2023-02-22 03:00:00,3.047651600695918,-1.1875362407300156,101824.23423566394,0.0,0
Liverpool,2023-02-22 06:00:00,8.6021082186346,0.40076418347726794,101989.19620349741,0.0,0
Liverpool,2023-02-22 09:00:00,9.191266823328375,-6.039276100955233,103117.8737632374,0.0,0
Liverpool,2023-02-22 12:00:00,-1.1722916348765502,1.119311502426258,101469.84568620869,0.0,1
Liverpool,2023-02-22 15:00:00,-1.0596417126987405,-1.8698519852290294,100932.96953642383,0.0,0
Liverpool,2023-02-22 18:00:00,3.20177739799191,0.6397558519242199,101658.28927884762,0.0,0
Liverpool,2023-02-22 21:00:00,5.864954374828331,-2.7983959471419735,103304.91794793544,0.0,0
Liverpool,2023-02-23 00:00:00,-1.1990502639851148,0.3242091128269396,102165.32941068758,0.00014004333628345346,0
Liverpool,2023-02-23 03:00:00,1.561873836481814,-3.893741874446872,102137.12103030489,0.0,1
Liverpool,2023-02-23 06:00:00,4.127420880764219,2.499216895046849,101630.32514419996,0.0,1
Liverpool,2023-02-23 09:00:00,7.281872615741458,-1.4664705343790927,101740.84433729057,0.0,0
Liverpool,2023-02-23 12:00:00,0.3069820245979187,-1.9436823633534077,101863.76801049836,6.103701895199438e-05,0
Liverpool,2023-02-23 15:00:00,1.2166093935971873,3.8662215033417775,101487.09103671377,0.0005795098727378159,0
Liverpool,2023-02-23 18:00:00,2.1358659627063994,3.317025055696325,102310.07303689688,0.0,1
Liverpool,2023-02-23 21:00:00,9.74487746818447,-4.703463850825528,103079.45911435285,2.197332682271882e-05,0
Liverpool,2023-02-24 00:00:00,-1.8142643513290606,3.355952024903113,101529.45565965759,0.00011807000946074164,1
Liverpool,2023-02-24 03:00:00,-1.0441041291543087,-5.283950315866572,103158.65679494613,3.9063692129275566e-05,1
Liverpool,2023-02-24 06:00:00,0.029053621021148373,1.0484499649037144,101843.23535264138,0.0001571337015900172,1
Liverpool,2023-02-24 09:00:00,-0.7737736136966972,-2.797731864375753,101724.33773003326,0.00019131443220313062,0
Liverpool,2023-02-24 12:00:00,6.395937376018575,2.8546964934232797,102837.51569566943,0.0,1
Liverpool,2023-02-24 15:00:00,5.154786217841142,1.3576683858760614,102929.40814844202,0.0,0
Liverpool,2023-02-24 18:00:00,5.404989165929124,4.189737235633426,102059.72516251107,0.0,0
Liverpool,2023-02-24 21:00:00,6.779415875728663,-3.6314780114139458,101392.84821924496,0.0,0
Liverpool,2023-02-25 00:00:00,8.717893002105821,-1.1124851222266119,103129.53149204992,1.562547685169613e-06,0
Liverpool,2023-02-25 03:00:00,4.093015533921303,0.20343394268625534,101656.83581652273,7.656483657338154e-05,1
Liverpool,2023-02-25 06:00:00,4.397311929685366,0.34833094271675324,102083.93552049319,0.0,1
Liverpool,2023-02-25 09:00:00,7.427492294076355,1.6235847041230544,101663.0720908231,0.0,5
Liverpool,2023-02-25 12:00:00,0.6264448988311293,1.6831958983123603,101468.78862269968,0.001177379680776413,0
Liverpool,2023-02-25 15:00:00,-1.3516818750572375,1.6739768669698285,103090.16188238167,0.0,0
Liverpool,2023-02-25 18:00:00,7.160443128757595,-2.993216345713691,102363.46675618763,5.9474471266824786e-05,0
Liverpool,2023-02-25 21:00:00,4.153974425489057,-0.6536820581682866,101792.98479567858,0.00013760185552537594,0
Liverpool,2023-02-26 00:00:00,-1.4041248817407919,-3.0044373912778,102200.16045411542,0.0,0
Liverpool,2023-02-26 03:00:00,6.859740592669469,-3.4442457350383253,103268.40321054719,3.9063692129275566e-05,0
Liverpool,2023-02-26 06:00:00,7.312342295602285,-2.635588244270158,101356.45560472428,0.0002017639698477095,0
Liverpool,2023-02-26 09:00:00,9.765298013245074,-2.5659669789727535,101866.82708822902,0.0,0
Liverpool,2023-02-26 12:00:00,6.073925595873914,-1.8738462477492748,101942.15087130346,0.0,1
Cardiff,2023-02-16 15:00:00,-2.949845881527132,-2.0192315439314292,102336.6357615894,4.882961516160314e-06,0
Cardiff,2023-02-16 18:00:00,5.34924527726066,-2.1802325510422564,102232.93142490921,0.0,0
Cardiff,2023-02-16 21:00:00,9.374875942258974,1.5435334330270791,102286.93776055177,0.0,0
Cardiff,2023-02-17 00:00:00,7.565494552446066,2.695990478225023,101245.4679403058,0.0,1
Cardiff,2023-02-17 03:00:00,2.6636262092959724,1.8742075869014398,102105.14485915708,0.0,0
Cardiff,2023-02-17 06:00:00,6.414092226935642,2.0659126560258647,102096.29795831173,0.0,0
Cardiff,2023-02-17 09:00:00,0.06267769402144768,-6.755186620685385,101894.62305368208,0.0,0
Cardiff,2023-02-17 12:00:00,-3.07892208624531,1.0497976622821434,103097.6734397412,0.0,0
Cardiff,2023-02-17 15:00:00,5.5066328928495185,-1.8414331492049751,103116.11399273659,0.0,0
Cardiff,2023-02-17 18:00:00,5.8842323068941695,1.2868556779686746,102050.09547410507,1.5723136082032007e-05,0
Cardiff,2023-02-17 21:00:00,-7.0111123996704,-2.5931748405407733,102423.58323923459,0.0,0
Cardiff,2023-02-18 00:00:00,5.55220068971837,-4.155859248634245,103142.47050996429,4.746238593707318e-05,0
Cardiff,2023-02-18 03:00:00,7.015770744956835,-3.401246375926978,102800.33228553117,9.765923032319242e-05,0
Cardiff,2023-02-18 06:00:00,6.6642658772545635,1.8712485122226359,102849.73999450667,0.0,0
Cardiff,2023-02-18 09:00:00,3.8201849421674203,-3.3996447645496692,102646.23524887844,0.0,0
Cardiff,2023-02-18 12:00:00,4.858068178350156,-3.419996948149079,102172.23836176642,0.0,0
Cardiff,2023-02-18 15:00:00,7.864878688924862,1.3135752433851027,102093.34698934903,0.00015488753929257756,0
Cardiff,2023-02-18 18:00:00,4.1530759605700975,-2.1268617816706055,102684.4196661275,0.0001377971739860208,0
Cardiff,2023-02-18 21:00:00,8.03240333262122,-4.84786278878135,102050.28166142765,0.0,0
Cardiff,2023-02-19 00:00:00,-1.844694967497781,2.7214111758781403,103017.54081850642,0.0,0
Cardiff,2023-02-19 03:00:00,8.617665334025068,-1.015831781975776,102464.33624073,0.0,0
Cardiff,2023-02-19 06:00:00,-0.37782403027435796,2.2129972228156127,102475.22519608142,4.882961516160313e-06,0
Cardiff,2023-02-19 09:00:00,7.55210547196875,-1.8965520187993827,103049.59506820886,0.0,0
Cardiff,2023-02-19 12:00:00,6.737529831843018,1.3413885921811386,102313.61259804071,0.0,0
Cardiff,2023-02-19 15:00:00,7.061856135746329,-5.72342661824396,102337.5046357616,3.5157322916355568e-06,0
Cardiff,2023-02-19 18:00:00,-0.6027039399395647,-1.7682375560777766,102199.13742484819,0.0,0
Cardiff,2023-02-19 21:00:00,-2.130973235267191,-3.848818628498164,102019.6067995239,0.0,0
Cardiff,2023-02-20 00:00:00,3.6691940061647434,1.38403637806327,101718.10545976134,0.0,0
Cardiff,2023-02-20 03:00:00,8.890554521317172,-3.1248023926511195,102507.63980834377,0.0,1
